Name,Discipline,Affiliation,Qualifition
Dr. Syed Muhammad Farid Hasan,Chemical Sciences,"University of Karachi, Karachi",
Dr. Syed Shahid Ali,Earth Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Syed Sikander Azam,Information Technology,"University of Karachi, Karachi",Ph.D.
Dr. Syed Tarique Moin,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Syed Zakir Hussain,biological Sciences,"University of Karachi, Karachi",MS
Dr. Syeda Afroz,Health Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Syeda Azra Qamar,biological Sciences,"University of Karachi, Karachi",Ph.D.
Syeda Hadiqa Noor,Biological Sciences,"University of Karachi, Karachi",M. Phil.
Syeda Madiha,Biological Sciences,"University of Karachi, Karachi",
Syeda Mariam Siddiqa,Biological Sciences,"University of Karachi, Karachi",M.Phil.
Syeda Quanera Tabassum,Physics,"University of Karachi, Karachi",M. Phil.
Dr. Syeda Sadia Zia,Mathematics & Statistics,"University of Karachi, Karachi",Ph.D.
Dr. Tabassum Ara Khanum,Biological Sciences,"university of karachi, Karachi",Ph.D.
Dr. Tabassum Hussain,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Tabassum Mahboob,Biological Sciences,"University of Karachi, Karachi",
Tahira Akram,Biological Sciences,"University of Karachi, Karachi",M. Phil.
Dr. Tahira Mohsin Ali,Agricultural Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Tahira Perveen,Biological Sciences,"University of Karachi, Karachi",
Dr. Tahseen Ahmed Jilani,Information Technology,"University of Karachi, Karachi",Ph.D.
Talat Haider,Biological Sciences,"University of Karachi, Karachi",M.Phil
Dr. Tanveer Abbas,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Tanzeem-Ul-Firdous,Social Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Tariq Mahmood,Environmental Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Taseer Ahmed Khan,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Tasneem Adam Ali,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Tasneem Sultana,Social Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Tayyab,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Tehseen Ahmed,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Tehseen Rahim,Physics,"University of Karachi, Karachi",Ph.D.
Umm-E-Aimen,Biological Sciences,"University of Karachi, Karachi",M. Phil.
Dr. Uroj Aziz,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Uroosa Ejaz,Biological Sciences,"University of Karachi, Karachi",MS
Ushba Sohail,Biological Sciences,"University of Karachi, Karachi",MS
Uzma,Mathematics & Statistics,"university of karachi, Karachi",M. Phil.
Dr. Uzma Ashiq,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Uzma Badar,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Uzma Mahmood,Biological Sciences,"University of Karachi, Karachi",M.Phil
Dr. Uzma Salar,Chemical Sciences,"University of Karachi, Karachi",
Dr. Uzma Shujaat,Social Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Viqar Sultana,Biological Sciences,"University of Karachi, Karachi",
Dr. Viqar Uddin Ahmad,Chemical Sciences,"University of Karachi, Karachi",
Wajiha Shaikh,Biological Sciences,"University of Karachi, Karachi",M. Phil.
Dr. Waqasuddin Khan,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Wazir Ali,Social Sciences,"university of karachi, Karachi",M.Phil
Yamna Khatoon,Agricultural Sciences,"University of Karachi, Karachi",M. Phil.
Dr. Zafar Farooqui,Biological Sciences,"University of Karachi, Karachi",
Dr. Zafar Iqbal Shams,Earth Sciences,"University of Karachi, Karachi",
Dr. Zaheer Ul-Haq,Chemical Sciences,"University of Karachi, Karachi",
Dr. Zaheeruddin,Physics,"University of Karachi, Karachi",Ph.D.
Dr. Zaheer-Ul-Haq Qasmi,Information Technology,"University of Karachi, Karachi",Post-Doc
Dr. Zahid Hussain,Chemical Sciences,"University of Karachi, Karachi",
Dr. Zahida Karim,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Zahida Khalid,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Zahir Hussain,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Zaib-Un-Nisa Burhan,Biological Sciences,"University of Karachi, Karachi",
Dr. Zaid Ahmed Pirzada,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Zainul Abideen,Biological Sciences,"University of Karachi, Karachi",
Dr. Zamin Shaheed Siddiqui,Biological Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Zeenat Ismail,Health Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Zeeshan Abbas,Physics,"University of Karachi, Karachi",Ph.D.
Dr. Zeeshan Ahmed,Chemical Sciences,"University of Karachi, Karachi",
Dr. Zeeshan Alam Nayyar,Physics,"University of Karachi, Karachi",Ph.D.
Dr. Zehra Batool,Biological Sciences,"University of Karachi, Karachi",
Dr. Zehra Manzoor,Biological Sciences,"University of Karachi, Karachi",
Dr. Zia-Ur-Rehman Farooqi,Biological Sciences,"University of Karachi, Karachi",
Dr. Zubala Lutfi,Agricultural Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Zulfiqar Ali,Chemical Sciences,"University of Karachi, Karachi",Ph.D.
Dr. Muhammad Riaz,Engineering Sciences,"University of Lahore, Islamabad campus",
Dr. Muhammad Rizwan Tariq,Agricultural Sciences,"University of Lahore, Islamabad campus",
Dr. Afia Muhammad Akram,Biological Sciences,"University of Lahore, Lahore",
Dr. Ahmad Mukhtar Khalid,Biological Sciences,"University of Lahore, Lahore",
Dr. Amin Ur Rahman,Physics,"University of Lahore, Lahore",
Dr. Arif Nazir,Chemical Sciences,"University of Lahore, Lahore",
Dr. Azmat Iqbal,Physics,"University of Lahore, Lahore",
Dr. Fatima Ali,Biological Sciences,"University of Lahore, Lahore",
Dr. Javed Anver Qureshi,Health Sciences,"University of Lahore, Lahore",
Dr. Khazar Hayat,Engineering Sciences,"University of Lahore, Lahore",
Dr. Malik Haji Arif Ali,Biological Sciences,"University of Lahore, Lahore",
Dr. Muhammad Nasir Khan,Engineering Sciences,"University of Lahore, Lahore",
Dr. Munawar Iqbal,Chemical Sciences,"University of Lahore, Lahore",
Dr. Naveed Wasif,Biological Sciences,"University of Lahore, Lahore",
Dr. Qurban Ali,Agricultural Sciences,"University of Lahore, Lahore",
Dr. Raheela Farooq,Health Sciences,"University of Lahore, Lahore",Ph.D.
Sabiha Khurram,Earth Sciences,"University of Lahore, Lahore",
Dr. Sitwat Aman,Biological Sciences,"University of Lahore, Lahore",
Sulayman Waquar,Biological Sciences,"University of Lahore, Lahore",
Dr. Sultan Akhtar,Physics,"University of Lahore, Lahore",
Dr. Ata-Ur-Rehman Makhdoom,Physics,"University of Lahore, Sargodha campus",
Dr. Atta Ur Rahman,Physics,"University of Lahore, Sargodha campus",
Dr. Sami Ullah,Chemical Sciences,"University of Lahore, Sargodha campus",
Dr. Behisht Ara,Chemical Sciences,University of Malakand,
Dr. Mohammad Shoaib,Chemical Sciences,University of Malakand,
Dr. Muhammad Sarwar,Mathematics & Statistics,University of Malakand,
Dr. Shahzeb Khan,Chemical Sciences,University of Malakand,
Abdul Majeed,Physics,"University of Malakand, Chakdara campus",
Dr. Abdul Sadiq,Chemical Sciences,"University of Malakand, Chakdara campus",
Dr. Alam Zeb,Biological Sciences,"University of Malakand, Chakdara campus",
Dr. Aman Ullah,Mathematics & Statistics,"University of Malakand, Chakdara campus",
Dr. Bakht Amin Bacha,Physics,"University of Malakand, Chakdara campus",
Dr. Ezzat Khan,Chemical Sciences,"University of Malakand, Chakdara campus",
Dr. Farhat Ullah,Chemical Sciences,"University of Malakand, Chakdara campus",
Dr. Fazal Hadi,Biological Sciences,"University of Malakand, Chakdara campus",
Dr. Gul Zaman,Mathematics & Statistics,"University of Malakand, Chakdara campus",
Hazrat Ali,Chemical Sciences,"University of Malakand, Chakdara campus",
Dr. Imad Khan,Physics,"University of Malakand, Chakdara campus",
Dr. Imtiaz Ahmad,Mathematics & Statistics,"University of Malakand, Chakdara campus",
Dr. Kamal Shah,Mathematics & Statistics,"University of Malakand, Chakdara campus",
Dr. Khalid Saeed,Chemical Sciences,"University of Malakand, Chakdara campus",
Dr. Manzoor Ahmad,Chemical Sciences,"University of Malakand, Chakdara campus",
Dr. Mian Muhammad,Chemical Sciences,"University of Malakand, Chakdara campus",
Dr. Mohammad Nisar,Biological Sciences,"University of Malakand, Chakdara campus",
Dr. Mohammad Sadiq,Chemical Sciences,"University of Malakand, Chakdara campus",
Dr. Muhammad Ayaz,Chemical Sciences,"University of Malakand, Chakdara campus",
Muhammad Bilal,Physics,"University of Malakand, Chakdara campus",
Muhammad Imran,Chemical Sciences,"University of Malakand, Chakdara campus",
Dr. Muhammad Naveed Umar,Chemical Sciences,"University of Malakand, Chakdara campus",
Dr. Muhammad Zahoor,Chemical Sciences,"University of Malakand, Chakdara campus",
Dr. Mumtaz Ali,Chemical Sciences,"University of Malakand, Chakdara campus",
Dr. Nasiara Karim,Chemical Sciences,"University of Malakand, Chakdara campus",
Dr. Nasrullah Khan,Biological Sciences,"University of Malakand, Chakdara campus",
Dr. Rahmat Khan,Mathematics & Statistics,"University of Malakand, Chakdara campus",
Dr. Rashid Ahmad,Chemical Sciences,"University of Malakand, Chakdara campus",
Rashid Iqbal,Physics,"University of Malakand, Chakdara campus",
Sajjad Ahmad,Chemical Sciences,"University of Malakand, Chakdara campus",
Dr. Sehat Ullah,Mathematics & Statistics,"University of Malakand, Chakdara campus",
Dr. Siffat Ullah Khan,Mathematics & Statistics,"University of Malakand, Chakdara campus",
Dr. Sohail Akhtar,Mathematics & Statistics,"University of Malakand, Chakdara campus",
Dr. Sultan Alam,Chemical Sciences,"University of Malakand, Chakdara campus",
Dr. Syed Jamal,Biological Sciences,"University of Malakand, Chakdara campus",
Dr. Syed Muhammad Mukarram Shah,Chemical Sciences,"University of Malakand, Chakdara campus",
Tariq Khan,Biological Sciences,"University of Malakand, Chakdara campus",
Dr. Waqar Ahmad,Chemical Sciences,"University of Malakand, Chakdara campus",
Dr. Zafar Hayat Khan,Mathematics & Statistics,"University of Malakand, Chakdara campus",
Dr. Zahid Ali,Physics,"University of Malakand, Chakdara campus",
Dr. Asad Hussain Shah,Agricultural Sciences,"University of Management and Technology (UMT), Lahore",
Dr. Farah Sarwar,Engineering Sciences,"University of Management and Technology (UMT), Lahore",
Dr. Ifra Noureen,Mathematics & Statistics,"University of Management and Technology (UMT), Lahore",
Dr. Muhammad Imran,Engineering Sciences,"University of Management and Technology (UMT), Lahore",
Dr. Muhammad Imran Asjad,Mathematics & Statistics,"University of Management and Technology (UMT), Lahore",
Naeem Saleem,Mathematics & Statistics,"University of Management and Technology (UMT), Lahore",
Dr. Nauman Khalid,Agricultural Sciences,"University of Management and Technology (UMT), Lahore",
Naveed Ahmad Noor,Physics,"University of Management and Technology (UMT), Lahore",
Noshad Jamil,Mathematics & Statistics,"University of Management and Technology (UMT), Lahore",M.Phil
Rubab Manzoor,Mathematics & Statistics,"University of Management and Technology (UMT), Lahore",
Dr. Saba Riaz,Mathematics & Statistics,"University of Management and Technology (UMT), Lahore",
Dr. Sajjad Haider Shami,Engineering Sciences,"University of Management and Technology (UMT), Lahore",Ph.D.
Dr. Shaukat Iqbal,Engineering Sciences,"University of Management and Technology (UMT), Lahore",
Syed Ali Mardan Azmi,Mathematics & Statistics,"University of Management and Technology (UMT), Lahore",
Umar Bacha,Health Sciences,"University of Management and Technology (UMT), Lahore",
Dr. Akbar Ali,Mathematics & Statistics,"University of Management and Technology (UMT), Sialkot",
Dr. Ali Abdullah,Physics,"University of Management and Technology (UMT), Sialkot",
Khizar Qureshi,Biological Sciences,"University of Management and Technology (UMT), Sialkot",
Dr. Abdul Aziz Bhatti,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Abdul Hameed,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Abdul Rashid Kausar,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Ameer A. Basit,Mathematics & Statistics,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Arshad Ali Khan,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Asim Karim,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Atif Hassan,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Ayesha Mohy Ud Din,Chemical Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Ayesha Riasat,Mathematics & Statistics,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Basit Ali,Mathematics & Statistics,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Dawood Mamoon,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Faisal Anis,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Farasat Rasool,Information Technology,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Haroon Rasheed,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Humaira Ahmad,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Iftikhar Ahmed,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Ijaz Ahmad Choudhary,Engineering Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Khalid Rashid,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Khaliq Ur Rahman,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Khawaja Mustafa Amin Haider,Engineering Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. M. Amjad Waheed,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Malik Tahir Hussain,Information Technology,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Mudassar Abbas,Chemical Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Adnan,Engineering Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Amin,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Arfin Khan Lodhi,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Asad,Engineering Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Aziz Ur Rehman,Mathematics & Statistics,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Imran Jamil,Physics,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Javaid,Mathematics & Statistics,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Khalid,Information Technology,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Latif,Agricultural Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Moeen,Mathematics & Statistics,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Naveed Afzal,Health Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Naveed Tahir,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Saeed,Mathematics & Statistics,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Shaban,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Shoaib Farooq,Information Technology,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Shoukat Rahim Choudhury,Mathematics & Statistics,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Tahir Mushtaq,Engineering Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Tahir Mustafa,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Usman Rashid,Engineering Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Vaqas Ali,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Yusuf Awan,Engineering Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Muhammad Zafar Iqbal,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Mujahid Ali Mansoori,Information Technology,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Mumtaz Ahmad Salik,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Nabeel Amin,Chemical Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Naseer Ahmad Asif,Mathematics & Statistics,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Nouman Rasool,Biological Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Qulb-E-Bashir Khawar Butt,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Rukhsana Kalim,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Sajid Mahmood,Information Technology,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Sajjad H Shami,Engineering Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Salim Abid Tabassum,Physics,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Sammia Shahid,Chemical Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Seema Arif,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Shaid Javed Butt,Agricultural Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Sohail Nadeem,Chemical Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Sohail Zafar,Mathematics & Statistics,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Sufian Munawar,Mathematics & Statistics,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Tabasam Rashid,Mathematics & Statistics,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Tahir Ejaz,Information Technology,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Talat Hussain,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Tanveer Akbar,Biological Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Tashfeen Mahmood Azhar,Engineering Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Tehmina Saqib,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Usman Khalil,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Waheed Ahmad Khan,Social Sciences,"University of Managementy and Technology (UMT), Lahore",Ph.D.
Dr. Yaser Daanial Khan,Information Technology,"University of Managementy and Technology (UMT), Lahore",Ph.D.
